Strategy,Revenue,Profit,UnitsSold,ROI,ElasticityK,Run
markdown,650.3283507746166,243.8731315404812,81.29104384682708,0.37499999999999994,12,18
none,1213.2533320822602,606.6266660411301,121.32533320822603,0.5,12,18
promotion,1169.107218034011,519.603208015116,129.900802003779,0.4444444444444444,12,18
markdown,1129.5176618717026,423.5691232018885,141.18970773396282,0.375,12,19
none,832.9798996385665,416.48994981928325,83.29798996385665,0.5,12,19
promotion,1045.1109979394948,464.4937768619977,116.12344421549942,0.4444444444444444,12,19
markdown,1026.8342380651843,385.06283927444406,128.35427975814804,0.37499999999999994,12,20
none,1249.4698494578495,624.7349247289247,124.94698494578495,0.5,12,20
promotion,743.9773205670983,330.6565869187104,82.6641467296776,0.4444444444444445,12,20
markdown,547.6449269680982,205.36684761303684,68.45561587101227,0.37500000000000006,12,21
none,1285.6863668334397,642.8431834167199,128.56863668334398,0.5,12,21
promotion,1204.5347094895874,535.3487597731498,133.83718994328746,0.44444444444444436,12,21
markdown,753.0117745811349,282.3794154679256,94.12647182264186,0.375,12,22
none,1213.25333208226,606.62666604113,121.325333208226,0.5,12,22
promotion,1062.8247436672832,472.36655274101474,118.09163818525369,0.4444444444444444,12,22
markdown,633.2144468068636,237.45541755257386,79.15180585085795,0.375,12,23
none,1086.4955212676953,543.2477606338476,108.64955212676954,0.5,12,23
promotion,1310.8171838563158,582.5854150472514,145.64635376181286,0.4444444444444444,12,23
markdown,924.1508142586654,346.5565553469995,115.51885178233317,0.375,12,24
none,1177.0368147066702,588.5184073533351,117.70368147066702,0.5,12,24
promotion,921.1147778449788,409.38434570887944,102.34608642721986,0.4444444444444444,12,24
markdown,889.9230063231594,333.72112737118476,111.24037579039492,0.375,12,25
none,651.8973127606173,325.94865638030865,65.18973127606174,0.5,12,25
promotion,1470.2408954064083,653.4403979584037,163.3600994896009,0.4444444444444444,12,25
markdown,992.6064301296781,372.22741129862925,124.07580376620976,0.37499999999999994,12,26
none,832.9798996385663,416.48994981928314,83.29798996385664,0.5,12,26
promotion,1186.8209637617995,527.4759838941332,131.8689959735333,0.4444444444444445,12,26
markdown,1197.9732777427148,449.23997915351805,149.74665971783935,0.375,12,27
none,1195.145073394465,597.5725366972325,119.51450733944651,0.5,12,27
promotion,619.9811004725816,275.5471557655918,68.88678894139795,0.4444444444444444,12,27
markdown,1078.1759499684433,404.3159812381662,134.77199374605541,0.375,12,28
none,615.6807953850276,307.8403976925138,61.56807953850276,0.5,12,28
promotion,1310.8171838563155,582.5854150472513,145.64635376181283,0.4444444444444444,12,28
markdown,855.6951983876532,320.88569939536995,106.96189979845666,0.375,12,29
none,1177.03681470667,588.518407353335,117.70368147066701,0.5,12,29
promotion,991.9697607561311,440.87544922494715,110.21886230623679,0.4444444444444444,12,29
markdown,581.8727349036044,218.20227558885165,72.73409186295055,0.375,12,30
none,1430.5524363357988,715.2762181678994,143.0552436335799,0.5,12,30
promotion,1027.3972522117072,456.6210009829809,114.15525024574522,0.44444444444444436,12,30
markdown,444.9615031615798,166.8605636855924,55.620187895197475,0.37499999999999994,12,31
none,1448.660695023594,724.330347511797,144.86606950235938,0.5,12,31
promotion,1151.3934723062234,511.73043213609924,127.93260803402481,0.44444444444444436,12,31
markdown,1266.428893613727,474.9108351051476,158.30361170171588,0.375,12,32
none,688.1138301362071,344.05691506810354,68.81138301362071,0.5,12,32
promotion,1045.110997939495,464.4937768619978,116.12344421549945,0.4444444444444444,12,32
markdown,1283.5427975814803,481.3285490930551,160.44284969768503,0.375,12,33
none,434.5982085070782,217.2991042535391,43.45982085070782,0.5,12,33
promotion,1275.3896924007395,566.8398632892175,141.70996582230438,0.4444444444444444,12,33
markdown,1334.8845094847395,500.5816910567773,166.86056368559244,0.375,12,34
none,597.5725366972326,298.7862683486163,59.757253669723255,0.5,12,34
promotion,1062.8247436672827,472.3665527410146,118.09163818525364,0.4444444444444445,12,34
markdown,1283.5427975814798,481.3285490930549,160.44284969768498,0.375,12,35
none,633.7890540728224,316.8945270364112,63.37890540728225,0.5,12,35
promotion,1080.5384893950713,480.23932862003164,120.05983215500791,0.44444444444444436,12,35
markdown,787.239582516641,295.2148434437404,98.40494781458013,0.375,12,36
none,1303.7946255212346,651.8973127606173,130.37946255212347,0.5,12,36
promotion,938.8285235727667,417.25712158789634,104.31428039697408,0.4444444444444445,12,36
markdown,838.5812944199004,314.46798540746266,104.82266180248754,0.37500000000000006,12,37
none,869.1964170141566,434.5982085070783,86.91964170141566,0.5,12,37
promotion,1310.8171838563153,582.5854150472512,145.6463537618128,0.4444444444444444,12,37
markdown,1061.06204600069,397.89826725025875,132.63275575008626,0.375,12,38
none,1068.3872625799006,534.1936312899503,106.83872625799006,0.5,12,38
promotion,885.6872863894026,393.6387939508456,98.4096984877114,0.4444444444444444,12,38
markdown,1146.6315658394556,429.9868371897958,143.32894572993195,0.37499999999999994,12,39
none,1213.2533320822597,606.6266660411299,121.32533320822597,0.5,12,39
promotion,655.4085919281582,291.2927075236259,72.82317688090647,0.4444444444444445,12,39
markdown,1591.5930690010352,596.8474008753882,198.9491336251294,0.375,12,40
none,977.8459691409257,488.92298457046286,97.78459691409257,0.5,12,40
promotion,425.1298974669134,188.94662109640598,47.236655274101494,0.4444444444444445,12,40
markdown,1471.7957412267635,551.9234029600364,183.97446765334544,0.375,12,41
none,1140.8202973310804,570.4101486655402,114.08202973310803,0.5,12,41
promotion,389.70240601133725,173.20106933837212,43.30026733459303,0.4444444444444445,12,41
markdown,701.6700626778758,263.1262735042034,87.70875783473447,0.375,12,42
none,941.6294517653363,470.81472588266814,94.16294517653363,0.5,12,42
promotion,1381.6721667674676,614.076518563319,153.51912964082976,0.44444444444444453,12,42
markdown,1026.834238065184,385.062839274444,128.354279758148,0.375,12,43
none,941.6294517653361,470.81472588266803,94.16294517653361,0.5,12,43
promotion,1045.110997939495,464.4937768619978,116.12344421549945,0.4444444444444444,12,43
markdown,718.7839666456289,269.5439874921108,89.84799583070361,0.37499999999999994,12,44
none,1466.768953711389,733.3844768556945,146.6768953711389,0.5,12,44
promotion,850.2597949338265,377.8932421928117,94.47331054820293,0.4444444444444444,12,44
markdown,1095.2898539361963,410.73369522607356,136.91123174202454,0.37499999999999994,12,45
none,1122.7120386432855,561.3560193216427,112.27120386432854,0.5,12,45
promotion,797.1185577504623,354.27491455576103,88.56872863894026,0.4444444444444445,12,45
markdown,1009.7203340974311,378.64512528653665,126.21504176217888,0.375,12,46
none,1249.46984945785,624.734924728925,124.94698494578499,0.5,12,46
promotion,761.6910662948861,338.5293627977271,84.63234069943178,0.44444444444444436,12,46
markdown,1026.834238065184,385.062839274444,128.354279758148,0.375,12,47
none,1177.0368147066702,588.5184073533351,117.70368147066702,0.5,12,47
promotion,814.8323034782503,362.14769043477787,90.53692260869447,0.44444444444444436,12,47
markdown,1386.2262213879987,519.8348330204994,173.27827767349984,0.37499999999999994,12,48
none,488.922984570463,244.4614922852315,48.892298457046294,0.5,12,48
promotion,1115.965980850647,495.9848803780653,123.99622009451633,0.4444444444444445,12,48
markdown,941.2647182264188,352.97426933490704,117.65808977830235,0.37499999999999994,12,49
none,832.9798996385667,416.48994981928337,83.29798996385668,0.5,12,49
promotion,1239.9622009451632,551.0943115311836,137.7735778827959,0.4444444444444444,12,49
markdown,650.3283507746166,243.8731315404812,81.29104384682708,0.37499999999999994,12,50
none,995.9542278287206,497.9771139143603,99.59542278287206,0.5,12,50
promotion,1381.672166767468,614.0765185633192,153.5191296408298,0.4444444444444445,12,50
markdown,847.0771830116389,317.65394362936456,105.88464787645486,0.37499999999999994,14,1
none,1223.854148892383,611.9270744461915,122.38541488923828,0.5,14,1
promotion,1301.325360453805,578.3668268683577,144.59170671708944,0.4444444444444444,14,1
markdown,1524.73892942095,571.7770985328563,190.59236617761874,0.375,14,2
none,917.8906116692872,458.9453058346436,91.78906116692872,0.5,14,2
promotion,887.2672912185034,394.3410183193348,98.5852545798337,0.4444444444444444,14,2
markdown,602.3659968082766,225.88724880310372,75.29574960103457,0.375,14,3
none,1407.43227122624,703.71613561312,140.743227122624,0.5,14,3
promotion,1380.193564117672,613.4193618300765,153.35484045751912,0.4444444444444445,14,3
markdown,828.2532456113802,310.59496710426754,103.53165570142252,0.37499999999999994,14,4
none,1081.0711648549382,540.5355824274691,108.10711648549382,0.5,14,4
promotion,1459.061767781539,648.4718967917951,162.11797419794877,0.4444444444444444,14,4
markdown,583.5420594080181,218.82827227800675,72.94275742600226,0.37499999999999994,14,5
none,693.5173510390168,346.7586755195084,69.35173510390167,0.5,14,5
promotion,2090.0073970924745,928.8921764855442,232.22304412138604,0.4444444444444444,14,5
markdown,884.7250578121563,331.7718966795586,110.59063222651953,0.375,14,6
none,1121.866303151351,560.9331515756755,112.1866303151351,0.5,14,6
promotion,1360.4765132017048,604.6562280896466,151.16405702241164,0.4444444444444444,14,6
markdown,564.7181220077592,211.76929575290973,70.5897652509699,0.375,14,7
none,795.5051967800489,397.75259839002445,79.55051967800489,0.5,14,7
promotion,2011.1391934286075,893.8396415238255,223.4599103809564,0.4444444444444444,14,7
markdown,790.6053708108632,296.4770140540737,98.8256713513579,0.37500000000000006,14,8
none,1081.071164854938,540.535582427469,108.10711648549379,0.5,14,8
promotion,1498.4958696134722,665.9981642726543,166.49954106816358,0.4444444444444444,14,8
markdown,1392.9713676191393,522.3642628571772,174.1214209523924,0.375,14,9
none,979.0833191139062,489.5416595569531,97.90833191139062,0.5,14,9
promotion,966.1354948823705,429.3935532810535,107.34838832026338,0.4444444444444444,14,9
markdown,1242.3798684170704,465.89245065640137,155.2974835521338,0.375,14,10
none,1060.6735957067317,530.3367978533659,106.06735957067316,0.5,14,10
promotion,1045.0036985462373,464.44608824277213,116.11152206069303,0.4444444444444445,14,10
markdown,1204.7319936165532,451.7744976062074,150.59149920206914,0.37499999999999994,14,11
none,1081.071164854938,540.535582427469,108.1071164854938,0.5,14,11
promotion,1064.7207494622041,473.20922198320187,118.30230549580047,0.4444444444444445,14,11
markdown,489.4223724067248,183.53338965252178,61.1777965508406,0.37499999999999994,14,12
none,1611.407962708304,805.703981354152,161.14079627083038,0.5,14,12
promotion,1301.325360453805,578.3668268683577,144.59170671708944,0.4444444444444444,14,12
markdown,602.3659968082766,225.88724880310374,75.29574960103457,0.37500000000000006,14,13
none,1264.6492871887954,632.3246435943977,126.46492871887953,0.5,14,13
promotion,1518.212920529439,674.761298013084,168.690324503271,0.4444444444444444,14,13
markdown,941.1968700129324,352.9488262548497,117.64960875161655,0.375,14,14
none,1489.0225478190655,744.5112739095327,148.90225478190655,0.5,14,14
promotion,946.4184439664036,420.6304195406238,105.15760488515595,0.4444444444444444,14,14
markdown,1505.9149920206912,564.7181220077592,188.2393740025864,0.375,14,15
none,1162.661441447764,581.330720723882,116.26614414477639,0.5,14,15
promotion,670.3797311428691,297.9465471746085,74.48663679365212,0.4444444444444445,14,15
markdown,903.5489952124151,338.83087320465563,112.94362440155189,0.37499999999999994,14,16
none,1529.8176861154784,764.9088430577392,152.98176861154784,0.5,14,16
promotion,946.4184439664033,420.6304195406237,105.15760488515592,0.4444444444444444,14,16
markdown,1280.0277432175878,480.0104037065954,160.00346790219848,0.375,14,17
none,1937.769069079606,968.884534539803,193.77690690796058,0.5,14,17
promotion,157.736407327734,70.10506992343734,17.526267480859335,0.4444444444444445,14,17
markdown,1618.8586164222434,607.0719811583413,202.35732705278042,0.375,14,18
none,979.0833191139062,489.5416595569531,97.90833191139062,0.5,14,18
promotion,729.5308838907694,324.2359483958975,81.05898709897437,0.4444444444444444,14,18
markdown,997.6686822137079,374.12575583014046,124.70858527671349,0.375,14,19
none,1713.395808449336,856.697904224668,171.3395808449336,0.5,14,19
promotion,670.3797311428691,297.9465471746085,74.48663679365212,0.4444444444444445,14,19
markdown,1298.8516806178466,487.06938023169243,162.35646007723082,0.375,14,20
none,1203.4565797441762,601.7282898720881,120.34565797441762,0.5,14,20
promotion,847.8331893865698,376.81475083847545,94.20368770961886,0.4444444444444444,14,20
markdown,1204.7319936165532,451.7744976062074,150.59149920206914,0.37499999999999994,14,21
none,815.9027659282553,407.9513829641277,81.59027659282553,0.5,14,21
promotion,1321.0424113697716,587.1299606087873,146.78249015219683,0.4444444444444444,14,21
markdown,903.5489952124149,338.8308732046556,112.94362440155186,0.375,14,22
none,1223.854148892383,611.9270744461915,122.38541488923828,0.5,14,22
promotion,1242.1742077059048,552.0774256470687,138.01935641176718,0.44444444444444436,14,22
markdown,1072.9644318147425,402.3616619305285,134.1205539768428,0.37500000000000006,14,23
none,1305.4444254852083,652.7222127426041,130.5444425485208,0.5,14,23
promotion,985.8525457983371,438.15668702148315,109.53917175537079,0.4444444444444444,14,23
markdown,1016.4926196139664,381.18473235523743,127.0615774517458,0.375,14,24
none,1509.4201169672722,754.7100584836361,150.9420116967272,0.5,14,24
promotion,847.8331893865701,376.81475083847556,94.20368770961889,0.4444444444444444,14,24
markdown,1392.9713676191393,522.3642628571773,174.1214209523924,0.37500000000000006,14,25
none,1101.4687340031446,550.7343670015723,110.14687340031445,0.5,14,25
promotion,847.83318938657,376.81475083847556,94.20368770961889,0.4444444444444445,14,25
markdown,828.2532456113803,310.5949671042676,103.53165570142254,0.375,14,26
none,2080.552053117051,1040.2760265585255,208.05520531170507,0.5,14,26
promotion,492.92627289916845,219.07834351074152,54.76958587768538,0.4444444444444444,14,26
markdown,865.9011204118978,324.71292015446164,108.23764005148722,0.375,14,27
none,1407.4322712262401,703.7161356131201,140.743227122624,0.5,14,27
promotion,1104.1548512941374,490.73548946406106,122.68387236601527,0.4444444444444444,14,27
markdown,1694.1543660232778,635.3078872587291,211.76929575290973,0.37499999999999994,14,28
none,836.3003350764615,418.15016753823073,83.63003350764615,0.5,14,28
promotion,788.6820366386698,350.5253496171866,87.63133740429664,0.4444444444444444,14,28
markdown,1487.0910546204327,557.6591454826622,185.8863818275541,0.37499999999999994,14,29
none,856.6979042246677,428.34895211233385,85.66979042246678,0.5,14,29
promotion,985.8525457983374,438.15668702148326,109.53917175537082,0.4444444444444444,14,29
markdown,1543.5628668212087,578.8360750579532,192.94535835265108,0.37499999999999994,14,30
none,917.8906116692871,458.94530583464353,91.7890611669287,0.5,14,30
promotion,867.5502403025366,385.5778845789052,96.3944711447263,0.4444444444444445,14,30
markdown,1430.619242419657,536.4822159073714,178.82740530245712,0.375,14,31
none,897.4930425210808,448.7465212605404,89.74930425210808,0.5,14,31
promotion,1005.5695967143035,446.91982076191266,111.72995519047817,0.4444444444444444,14,31
markdown,1072.9644318147427,402.3616619305285,134.12055397684284,0.375,14,32
none,1407.4322712262401,703.7161356131201,140.743227122624,0.5,14,32
promotion,887.2672912185034,394.3410183193348,98.5852545798337,0.4444444444444444,14,32
markdown,1167.0841188160355,437.6565445560133,145.88551485200443,0.375,14,33
none,1203.456579744177,601.7282898720885,120.34565797441769,0.5,14,33
promotion,985.8525457983369,438.15668702148304,109.53917175537076,0.4444444444444444,14,33
markdown,1054.1404944144842,395.3026854054316,131.76756180181053,0.375,14,34
none,815.9027659282553,407.9513829641277,81.59027659282553,0.5,14,34
promotion,1478.7788186975051,657.2350305322245,164.30875763305613,0.4444444444444445,14,34
markdown,1261.2038058173287,472.9514271814983,157.65047572716608,0.375,14,35
none,1183.0590105959702,591.5295052979851,118.30590105959702,0.5,14,35
promotion,906.9843421344702,403.10415205976454,100.77603801494114,0.4444444444444444,14,35
markdown,1411.795305019398,529.4232393822742,176.47441312742475,0.375,14,36
none,611.9270744461917,305.96353722309584,61.19270744461916,0.5,14,36
promotion,1301.325360453805,578.3668268683577,144.59170671708944,0.4444444444444444,14,36
markdown,960.0208074131907,360.00780277994653,120.00260092664884,0.375,14,37
none,1040.2760265585257,520.1380132792629,104.02760265585256,0.5,14,37
promotion,1360.4765132017048,604.6562280896466,151.16405702241164,0.4444444444444444,14,37
markdown,1374.147430218881,515.3052863320804,171.76842877736013,0.375,14,38
none,1223.8541488923825,611.9270744461912,122.38541488923826,0.5,14,38
promotion,749.2479348067362,332.9990821363272,83.2497705340818,0.4444444444444445,14,38
markdown,734.1335586100872,275.3000844787827,91.7666948262609,0.375,14,39
none,1244.2517180405891,622.1258590202946,124.4251718040589,0.5,14,39
promotion,1399.9106150336384,622.1824955705059,155.54562389262648,0.4444444444444444,14,39
markdown,884.7250578121563,331.7718966795586,110.59063222651953,0.375,14,40
none,1081.071164854938,540.535582427469,108.10711648549379,0.5,14,40
promotion,1399.9106150336386,622.182495570506,155.5456238926265,0.4444444444444444,14,40
markdown,1148.2601814157772,430.5975680309164,143.53252267697215,0.375,14,41
none,1081.0711648549382,540.5355824274691,108.10711648549382,0.5,14,41
promotion,1123.8719022101043,499.49862320449074,124.87465580112269,0.4444444444444444,14,41
markdown,997.668682213708,374.1257558301405,124.7085852767135,0.375,14,42
none,795.5051967800488,397.7525983900244,79.55051967800487,0.5,14,42
promotion,1557.6470223613724,692.2875654939432,173.0718913734858,0.4444444444444444,14,42
markdown,941.1968700129324,352.9488262548497,117.64960875161655,0.375,14,43
none,1325.8419946334145,662.9209973167073,132.58419946334146,0.5,14,43
promotion,1104.1548512941374,490.73548946406106,122.68387236601527,0.4444444444444444,14,43
markdown,1091.7883692150012,409.4206384556254,136.47354615187515,0.37499999999999994,14,44
none,673.1197818908106,336.5598909454053,67.31197818908106,0.5,14,44
promotion,1577.3640732773395,701.050699234373,175.26267480859326,0.4444444444444444,14,44
markdown,1468.2671172201738,550.6001689575651,183.53338965252172,0.37499999999999994,14,45
none,1060.6735957067322,530.3367978533661,106.0673595706732,0.5,14,45
promotion,808.3990875546365,359.2884833576162,89.82212083940405,0.4444444444444444,14,45
markdown,1242.3798684170704,465.8924506564014,155.2974835521338,0.375,14,46
none,1060.6735957067317,530.3367978533659,106.06735957067316,0.5,14,46
promotion,1045.0036985462373,464.44608824277213,116.11152206069303,0.4444444444444445,14,46
markdown,1280.0277432175876,480.0104037065953,160.00346790219845,0.37499999999999994,14,47
none,958.6857499656999,479.34287498284993,95.86857499656999,0.5,14,47
promotion,1104.1548512941376,490.7354894640611,122.68387236601528,0.4444444444444444,14,47
markdown,1280.0277432175878,480.0104037065954,160.00346790219848,0.375,14,48
none,1142.263872299557,571.1319361497785,114.2263872299557,0.5,14,48
promotion,926.7013930504369,411.86728580019417,102.96682145004854,0.4444444444444444,14,48
markdown,941.1968700129322,352.94882625484956,117.64960875161653,0.375,14,49
none,1264.6492871887956,632.3246435943978,126.46492871887956,0.5,14,49
promotion,1163.3060040420376,517.02489068535,129.2562226713375,0.4444444444444444,14,49
markdown,1016.4926196139667,381.1847323552375,127.06157745174583,0.375,14,50
none,1101.4687340031446,550.7343670015723,110.14687340031446,0.5,14,50
promotion,1242.1742077059048,552.0774256470687,138.01935641176718,0.44444444444444436,14,50
